sample_id	begin	end	type	extraction	mistake_type
5123	85	95	person-other	Birmingham	FN
5123	3	16	organization-government/governmentagency	National Trust	FN
5123	65	83	person-soldier	Thomas Grosvenor Lee	FN
5125	36	45	person-other	Hierocles	FP
5125	36	45	person-artist/author	Hierocles	FN
5126	46	52	product-food	Ceylon	FP
5126	0	7	other-livingthing	Chinese	FP
5126	0	7	location-GPE	Chinese	FN
5126	46	60	product-food	Ceylon cinnamon	FN
5127	42	46	person-athlete	Mike	FP
5129	22	29	organization-sportsteam	Bombers	FP
5129	57	67	organization-sportsteam	Dayton Gems	FP
5129	57	63	location-GPE	Dayton	FN
5131	8	11	organization-other	NAS	FP
5131	29	44	organization-other	Italian Air Force	FP
5131	29	44	organization-politicalparty	Italian Air Force	FN
5131	8	15	organization-politicalparty	NAS base	FN
5132	17	23	organization-education	Temple	FP
5135	59	63	other-livingthing	clam	FN
5135	4	12	product-food	clam cake	FN
5138	54	61	person-scholar	Vydūnas	FP
5138	54	61	person-other	Vydūnas	FN
5139	51	60	person-politician	Shoshenq C	FP
5141	130	137	organization-company	Netflix	FP
5141	130	137	product-software	Netflix	FN
5147	0	5	location-GPE	Sword	FP
5147	0	5	organization-other	Sword	FN
5149	39	51	person-other	Hare Krishnas	FN
5153	13	41	organization-government/governmentagency	Middlesex Guildhall Crown Court	FP
5153	48	58	person-other	Derek Inman	FP
5153	13	41	building-other	Middlesex Guildhall Crown Court	FN
5153	43	58	person-other	Judge Derek Inman	FN
5155	44	56	location-GPE	Canton of Vaud	FP
5155	44	50	location-GPE	Canton	FN
5155	52	56	location-GPE	Vaud	FN
5156	8	23	person-other	Charles Scribner	FP
5156	8	29	organization-media/newspaper	Charles Scribner 's Sons	FN
5158	18	35	location-mountain	Cordillera Central	FP
5158	18	28	location-mountain	Cordillera	FN
5159	38	47	organization-showorganization	Ghostface	FP
5159	38	47	person-artist/author	Ghostface	FN
5162	0	20	building-restaurant	Black Angus Steakhouse	FP
5162	0	20	organization-company	Black Angus Steakhouse	FN
5164	9	18	location-GPE	Victorian	FP
5164	9	31	event-election	Victorian state election	FN
5165	45	50	organization-sportsleague	World	FP
5165	13	27	person-athlete	Gorilla Monsoon	FP
5165	13	27	person-other	Gorilla Monsoon	FN
5165	45	66	organization-other	World Wrestling Council	FN
5166	174	187	product-car	Mercury Cougar	FP
5166	174	191	product-car	Mercury Cougar line	FN
5167	94	98	organization-sportsteam	Wild	FP
5167	51	67	building-sportsfacility	Xcel Energy Center	FP
5167	51	67	building-other	Xcel Energy Center	FN
5168	114	129	event-other	Bonneville Flood	FP
5168	63	77	event-other	Missoula Floods	FP
5168	114	129	event-disaster	Bonneville Flood	FN
5168	63	77	event-disaster	Missoula Floods	FN
5169	17	39	organization-government/governmentagency	Army Ordnance Department	FP
5169	17	39	organization-other	Army Ordnance Department	FN
5172	135	160	other-award	Sampung Ulirang Nakatatanda	FP
5172	16	22	person-artist/author	Abriol	FP
5172	16	22	person-other	Abriol	FN
5172	133	160	other-award	`` Sampung Ulirang Nakatatanda	FN
5173	115	128	person-other	Peter Clemence	FP
5173	97	101	organization-other	RAAF	FP
5173	51	60	location-bodiesofwater	Amanda Bay	FP
5173	97	101	organization-government/governmentagency	RAAF	FN
5173	51	60	person-other	Amanda Bay	FN
5173	115	128	person-soldier	Peter Clemence	FN
5174	52	62	organization-sportsteam	Washington	FP
5174	16	20	organization-sportsteam	UCLA	FP
5174	39	42	organization-sportsteam	USC	FP
5174	79	87	event-sportsevent	Rose Bowl	FP
5174	65	71	event-sportsevent	Pac-10	FP
5174	79	87	other-award	Rose Bowl	FN
5174	113	119	other-award	Pac-10	FN
5174	65	71	other-award	Pac-10	FN
5174	39	42	organization-education	USC	FN
5174	52	62	location-GPE	Washington	FN
5174	16	20	organization-education	UCLA	FN
5175	16	28	person-other	John Browning	FP
5175	101	106	product-weapon	M1911	FP
5175	101	112	product-weapon	M1911 pistol	FN
5175	16	28	product-weapon	John Browning	FN
5176	64	91	art-writtenart	Slave Songs of the United States	FP
5176	64	91	art-music	Slave Songs of the United States	FN
5177	113	126	person-athlete	van den Bogaart	FP
5177	119	126	person-athlete	Bogaart	FN
5178	39	45	organization-education	Stoked	FP
5178	76	109	other-award	Stoked Mentoring Pair of the Year award	FP
5178	82	109	other-award	Mentoring Pair of the Year award	FN
5178	39	45	person-other	Stoked	FN
5178	76	82	person-other	Stoked	FN
5180	122	137	art-writtenart	Literatura Foiro	FP
5180	110	115	art-writtenart	Fonto	FP
5180	110	115	organization-media/newspaper	Fonto	FN
5180	122	137	organization-media/newspaper	Literatura Foiro	FN
5183	74	80	other-disease	cancer	FP
5183	56	60	other-disease	bone	FP
5183	19	38	other-medical	radioisotope therapy	FN
5187	26	30	product-software	MITx	FP
5192	93	96	event-sportsevent	ERA	FN
5193	160	166	location-GPE	Hawaii	FP
5193	118	145	building-other	Pacific Missile Range Facility	FP
5193	147	159	location-GPE	Barking Sands	FP
5193	56	62	product-weapon	Shiloh	FP
5193	56	62	location-other	Shiloh	FN
5193	118	159	building-airport	Pacific Missile Range Facility at Barking Sands	FN
5194	43	44	other-currency	$	FP
5198	0	6	person-other	Barrie	FP
5200	81	85	organization-government/governmentagency	U.S.	FP
5200	136	157	organization-other	Save the Redwoods League	FP
5200	136	157	organization-politicalparty	Save the Redwoods League	FN
5200	81	104	organization-government/governmentagency	U.S. National Park Service	FN
5201	48	58	location-island	North Bruny	FP
5201	61	71	location-island	South Bruny	FP
5201	133	137	location-road/railway/highway/transit	Neck	FN
5201	61	71	location-other	South Bruny	FN
5201	48	58	location-other	North Bruny	FN
5202	69	79	location-GPE	New Zealand	FP
5202	69	89	organization-sportsleague	New Zealand rugby union	FN
5203	267	280	product-software	foxsports.com	FN
5203	241	252	product-software	FoxNews.com	FN
5203	253	264	product-software	tvguide.com	FN
5205	88	105	event-sportsevent	Fox Super Bowl XXXIX	FP
5205	61	68	person-athlete	Clinton	FP
5205	71	75	person-athlete	Bush	FP
5205	88	117	event-other	Fox Super Bowl XXXIX pre-game show	FN
5205	71	75	person-politician	Bush	FN
5205	61	68	person-politician	Clinton	FN
5208	39	55	building-other	Santa Rosa station	FP
5208	39	48	location-GPE	Santa Rosa	FN
5208	32	37	location-road/railway/highway/transit	Line 9	FN
5212	8	15	person-athlete	Le Moyne	FP
5212	8	15	person-soldier	Le Moyne	FN
5215	82	90	art-broadcastprogram	The Hills	FP
5215	56	75	art-broadcastprogram	Inglourious Basterds	FP
5215	77	80	organization-media/newspaper	MTV	FP
5215	77	90	art-broadcastprogram	MTV ’ s The Hills	FN
5215	56	75	art-film	Inglourious Basterds	FN
5216	0	9	person-other	Daramulum	FP
5216	0	9	other-god	Daramulum	FN
5217	48	54	event-sportsevent	French	FP
5217	48	64	organization-sportsleague	French Pro A League	FN
5219	81	92	person-politician	Llywelyn the	FP
5219	81	89	person-politician	Llywelyn	FN
5221	180	187	location-GPE	Truckee	FP
5221	57	62	product-ship	Genoa	FP
5221	81	88	other-astronomything	Jupiter	FP
5221	169	177	location-GPE	Virginia	FP
5221	191	195	product-ship	Reno	FP
5221	57	62	product-train	Genoa	FN
5221	191	195	product-train	Reno	FN
5221	81	88	product-train	Jupiter	FN
5221	210	222	product-train	Union Pacific	FN
5221	169	187	organization-company	Virginia and Truckee	FN
5224	0	8	location-GPE	Witpoort	FP
5224	145	152	location-GPE	Permian	FP
5224	156	164	location-GPE	Cape Fold	FP
5229	52	66	event-sportsevent	Winter Olympics	FP
5229	75	78	location-GPE	U.S	FP
5229	75	79	location-GPE	U.S .	FN
5229	48	66	event-sportsevent	1960 Winter Olympics	FN
5230	57	71	person-politician	Dilok Noppharat	FP
5230	137	147	person-politician	Dara Rasami	FP
5230	101	111	person-politician	Thipkesorn	FP
5230	31	48	person-politician	Damrong Rajanubhab	FP
5230	113	122	location-GPE	Chiang Mai	FP
5230	57	71	person-other	Dilok Noppharat	FN
5230	137	147	person-other	Dara Rasami	FN
5230	101	111	person-other	Thipkesorn	FN
5230	31	48	person-other	Damrong Rajanubhab	FN
5230	113	122	person-other	Chiang Mai	FN
5231	41	52	other-award	Republic Day	FP
5232	0	13	organization-politicalparty	Young Liberals	FP
5232	91	111	organization-politicalparty	European Liberal Youth	FP
5232	34	81	organization-politicalparty	International Federation of Liberal and Radical Youth	FP
5232	82	87	organization-politicalparty	IFLRY	FP
5232	0	13	organization-other	Young Liberals	FN
5232	91	111	organization-other	European Liberal Youth	FN
5232	82	87	organization-other	IFLRY	FN
5232	34	81	organization-other	International Federation of Liberal and Radical Youth	FN
5233	0	15	location-GPE	Jean-Luc Colombo	FP
5233	21	35	location-GPE	Bordeaux-based	FP
5233	45	58	person-scholar	Michel Rolland	FP
5233	76	88	person-scholar	Émile Peynaud	FP
5233	76	88	person-other	Émile Peynaud	FN
5233	0	15	person-other	Jean-Luc Colombo	FN
5233	45	58	person-other	Michel Rolland	FN
5234	0	16	organization-government/governmentagency	Farm Bureau Mutual	FP
5234	0	16	organization-other	Farm Bureau Mutual	FN
5235	118	143	organization-government/governmentagency	Vancouver Police Department	FP
5235	118	143	organization-other	Vancouver Police Department	FN
5236	84	92	person-other	Jeffords	FP
5236	84	92	person-soldier	Jeffords	FN
5239	38	41	organization-sportsleague	AHL	FP
5239	38	41	event-sportsevent	AHL	FN
5241	32	48	building-airport	SLAF Anuradhapura	FP
5241	32	48	organization-company	SLAF Anuradhapura	FN
5243	0	12	organization-company	Vanilla Fudge	FP
5243	0	12	organization-showorganization	Vanilla Fudge	FN
5244	35	44	organization-media/newspaper	CBS Sports	FP
5244	35	38	organization-media/newspaper	CBS	FN
5246	27	48	organization-other	Macquarie Leisure Trust	FP
5246	60	70	building-other	Dreamworld	FP
5246	27	48	organization-company	Macquarie Leisure Trust	FN
5246	60	70	location-park	Dreamworld	FN
5247	107	121	organization-media/newspaper	Comcast Network	FP
5247	25	46	organization-media/newspaper	NBC Sports Philadelphia	FP
5247	73	98	organization-media/newspaper	NBC Sports Philadelphia Plus	FP
5247	55	62	organization-media/newspaper	Comcast	FP
5247	125	130	organization-media/newspaper	NBC 10	FP
5247	125	130	art-broadcastprogram	NBC 10	FN
5247	25	46	art-broadcastprogram	NBC Sports Philadelphia	FN
5247	55	71	art-broadcastprogram	Comcast SportsNet	FN
5247	107	121	art-broadcastprogram	Comcast Network	FN
5247	0	6	product-game	Flyers	FN
5247	73	98	art-broadcastprogram	NBC Sports Philadelphia Plus	FN
5250	75	88	person-scholar	Marius Barbeau	FP
5250	0	7	location-other	Comfort	FN
5250	75	88	person-soldier	Marius Barbeau	FN
5252	54	64	location-GPE	Tasmanians	FP
5252	3	17	art-other	Hobart Cenotaph	FP
5252	54	64	person-other	Tasmanians	FN
5252	3	17	building-other	Hobart Cenotaph	FN
5254	85	95	location-GPE	North Troms	FP
5254	90	95	location-GPE	Troms	FN
5255	47	52	organization-other	Riehl	FP
5255	47	52	person-scholar	Riehl	FN
5259	56	60	event-other	67th	FP
5260	174	182	other-currency	sterling	FP
5261	118	129	building-other	rue Dussoubs	FP
5261	98	101	location-road/railway/highway/transit	rue	FP
5261	133	149	building-other	rue Saint-Sauveur	FP
5261	104	114	location-road/railway/highway/transit	Deux Portes	FN
5261	121	129	location-road/railway/highway/transit	Dussoubs	FN
5261	136	149	location-road/railway/highway/transit	Saint-Sauveur	FN
5264	0	12	organization-other	Citizen Corps	FP
5264	25	66	organization-other	Corporation for National and Community Service	FP
5264	106	121	organization-other	USA Freedom Corps	FP
5264	95	121	organization-other	President 's USA Freedom Corps	FN
5265	43	51	organization-politicalparty	Sinn Féin	FP
5265	105	120	location-GPE	Northern Ireland	FP
5265	9	11	location-GPE	UK	FP
5265	43	51	person-other	Sinn Féin	FN
5265	113	120	location-GPE	Ireland	FN
5266	34	47	building-other	Tullira Castle	FP
5266	115	127	location-GPE	County Galway	FP
5266	100	108	location-GPE	Loughrea	FP
5266	89	99	location-GPE	Masonbrook	FP
5266	100	108	location-other	Loughrea	FN
5266	34	47	location-other	Tullira Castle	FN
5266	121	127	location-GPE	Galway	FN
5266	81	86	person-other	Smyth	FN
5266	89	99	location-other	Masonbrook	FN
5267	0	17	organization-media/newspaper	Yle Nyheter TV-nytt	FP
5267	81	88	location-GPE	Finnish	FP
5267	97	105	organization-media/newspaper	Yle Teema	FP
5267	81	90	organization-media/newspaper	Finnish TV	FN
5267	0	17	art-broadcastprogram	Yle Nyheter TV-nytt	FN
5267	97	113	organization-media/newspaper	Yle Teema & amp ; Fem	FN
5269	34	41	location-bodiesofwater	Red Lake	FP
5271	154	158	organization-other	CISM	FP
5271	3	8	event-sportsevent	Games	FP
5272	13	28	product-other	Solid State Disks	FN
5275	29	41	organization-politicalparty	Conservative	FP
5275	167	174	organization-government/governmentagency	Commons	FP
5275	107	123	person-politician	Chiltern Hundreds	FN
5275	26	59	organization-government/governmentagency	the Conservative Member of Parliament	FN
5275	60	62	organization-government/governmentagency	MP	FN
5275	164	174	organization-government/governmentagency	the Commons	FN
5276	106	120	person-other	Philip Randolph	FN
5278	51	56	organization-politicalparty	Likud	FP
5278	51	56	person-politician	Likud	FN
5282	49	58	location-GPE	Dinarides	FP
5282	49	58	location-mountain	Dinarides	FN
5284	59	71	building-other	Rink of Dreams	FP
5284	59	71	location-other	Rink of Dreams	FN
5284	47	55	organization-sportsteam	Senators	FN
5287	134	150	building-other	South Pole Station	FP
5287	15	51	organization-other	Advisory Committee on Antarctic Names for	FP
5287	51	69	person-scholar	Terrance L. Hardiman	FP
5287	71	77	location-GPE	United	FP
5287	134	150	location-other	South Pole Station	FN
5287	15	32	organization-other	Advisory Committee	FN
5287	51	69	location-mountain	Terrance L. Hardiman	FN
5287	71	92	location-GPE	United States Antarctic	FN
5287	92	107	product-other	Research Program	FN
5287	34	43	location-GPE	Antarctic	FN
5290	54	73	organization-education	University of Alabama	FP
5290	101	105	organization-sportsleague	NCAA	FP
5290	91	137	event-sportsevent	the 2015–16 NCAA Division I women 's basketball season	FN
5290	51	73	organization-education	the University of Alabama	FN
5291	0	3	other-disease	BDD	FN
5291	18	22	other-disease	Koro	FN
5292	12	19	person-other	Camisra	FN
5293	3	20	location-GPE	Lippe-Weissenfeld	FP
5293	63	80	location-GPE	Lippe-Biesterfeld	FP
5293	3	20	organization-other	Lippe-Weissenfeld	FN
5293	63	80	organization-other	Lippe-Biesterfeld	FN
5294	17	23	location-GPE	Ga city	FP
5294	25	34	location-GPE	Jamestown	FP
5294	17	34	location-GPE	Ga city of Jamestown	FN
5295	57	65	location-GPE	Mexicana	FP
5295	19	31	organization-government/governmentagency	Supreme Court	FN
5295	57	65	organization-company	Mexicana	FN
5297	70	78	event-sportsevent	UEFA Euro	FP
5297	70	78	organization-sportsleague	UEFA Euro	FN
5301	21	28	person-other	Solomon	FP
5301	21	35	other-livingthing	Solomon 's plume	FN
5302	91	97	other-language	Minnan	FP
5302	91	103	other-language	Minnan Proper	FN
5303	57	77	building-library	Detroit Public Library	FP
5303	57	77	location-other	Detroit Public Library	FN
5305	71	76	other-language	Delhi	FP
5305	124	142	other-language	Modern Standard Urdu	FN
5305	102	121	other-language	Modern Standard Hindi	FN
5305	71	76	location-GPE	Delhi	FN
5307	56	66	location-road/railway/highway/transit	Ponsonby Rd	FP
5307	22	31	building-other	Stove Shop	FP
5307	19	31	organization-company	the Stove Shop	FN
5307	56	66	location-GPE	Ponsonby Rd	FN
5308	25	33	organization-religion	Karaites	FN
5313	144	155	location-bodiesofwater	Kiaochow Bay	FP
5313	144	155	location-other	Kiaochow Bay	FN
5315	24	32	location-GPE	American	FP
5317	6	21	person-other	Abraham de Moivre	FP
5317	6	21	person-scholar	Abraham de Moivre	FN
5321	75	96	person-other	Joseph Griffiths Swayne	FP
5321	139	149	other-livingthing	rice-water	FP
5321	56	72	person-other	Frederick Brittan	FP
5321	122	129	other-livingthing	fungoid	FP
5321	122	129	other-biologything	fungoid	FN
5321	75	96	person-scholar	Joseph Griffiths Swayne	FN
5321	139	160	other-medical	rice-water evacuations	FN
5321	56	72	person-scholar	Frederick Brittan	FN
5321	164	171	other-disease	cholera	FN
5323	25	29	product-airplane	TF 16	FP
5323	25	29	organization-other	TF 16	FN
5325	60	71	building-other	Snowy Scheme	FP
5326	62	73	location-GPE	Philippines	FP
5326	0	4	product-food	Rice	FN
5328	40	48	product-car	Mercedes	FP
5328	23	33	product-car	Volkswagen	FP
5328	23	36	product-car	Volkswagen van	FN
5328	40	53	product-other	Mercedes truck	FN
5329	9	21	person-director	Steven Seagal	FP
5329	96	102	location-other	Mobile	FP
5329	96	105	location-bodiesofwater	Mobile Bay	FN
5329	9	21	person-actor	Steven Seagal	FN
5331	0	12	building-other	Moskstraumen	FP
5331	73	87	location-island	Lofoten Islands	FP
5331	14	26	building-other	Moske-stroom	FP
5331	0	12	location-bodiesofwater	Moskstraumen	FN
5331	14	26	location-bodiesofwater	Moske-stroom	FN
5331	73	87	location-mountain	Lofoten Islands	FN
5333	61	84	organization-government/governmentagency	U. S. National Park Service	FP
5333	22	56	building-other	Hagerman Fossil Beds National Monument	FP
5333	61	84	organization-other	U. S. National Park Service	FN
5333	22	56	location-other	Hagerman Fossil Beds National Monument	FN
5334	36	49	location-bodiesofwater	Brisbane River	FP
5334	36	49	location-other	Brisbane River	FN
5335	128	140	person-other	Khudadad Khan	FP
5335	67	82	location-GPE	Chakwal District	FP
5335	87	101	location-GPE	Punjab Province	FP
5335	128	140	person-soldier	Khudadad Khan	FN
5335	179	187	organization-other	Baluchis	FN
5335	24	30	organization-religion	Muslim	FN
5335	87	93	location-GPE	Punjab	FN
5335	67	74	location-GPE	Chakwal	FN
5335	213	253	organization-other	Battalion The Baloch Regiment of Pakistan Army	FN
